Date,Post,Source
2021-11-10,"#Halalan2022 
#LabanLeni2022 
#LeniforPresident2022 https://t.co/PBFXRCvqVa",Twitter
2021-11-10,"#Halalan2022 
#LabanLeni2022 
#LeniforPresident2022 https://t.co/Y7cRiJ6O7Y",Twitter
2021-11-10,@inquirerdotnet @DFernandezINQ Char2x... Tinago mo na nga 🤡💩🥴 #NoToDu30NFrenz #NoToLiers #NoToThieves #NoToTraitors #NoToMarcosJr #NoToIndayDutae #Halalan2022 #LetLeniLead2022 #LeniForThePhilFuture,Twitter
2021-11-10,"JUST IN: Presidential daughter Sara Duterte-Carpio, who has recently withdrawn her reelection bid as Davao City mayor, ""is moving towards the presidency,"" PDP-Laban member Rep. Joey Salceda says. #Halalan2022. #ANCHeadstart

Kunware nagulat ako 😳😳😳",Twitter
2021-11-10,"#Halalan2022 
#LabanLeni2022 
#LeniforPresident2022 https://t.co/bLszHKz7kl",Twitter
2021-11-10,"#Halalan2022 
#LabanLeni2022 
#LeniforPresident2022 https://t.co/I74YIMBzRO",Twitter
2021-11-10,"#Halalan2022 
#LabanLeni2022 
#LeniforPresident2022 https://t.co/gIF2r0pjDs",Twitter
2021-11-10,"#Halalan2022 #Tupas

KUNG hindi nahuli (nadakpan) me sweldo pang kubrahin?

Swerte. Kasi tauhan pinapakawalan.😣

Ang inosenteng si #Kian
pinatay dahil kuno NANLABAN.

Dapat iDRUGTEST yung taga-City Hall dyan.

Mula ULO hanggang Kuko sa paa.

kaya ba alsa balutan bigla?😒",Twitter
2021-11-10,"#Halalan2022 
#LabanLeni2022 
#LeniforPresident2022 https://t.co/3nPWDoyJA7",Twitter
2021-11-10,@PhilstarNews Laban-bawi nalang talaga nu. Time will tell nalang kung anong ganap talaga. Laruan ata tingin n'yo sa election process. #Halalan2022,Twitter
2021-11-10,The latest PH News! https://t.co/HoahhLGnAF Thanks to @ABSCBNNews @ANCALERTS #halalan2022 #covid19,Twitter
2021-11-10,"KALAYAAN SA GUTOM : Pagkain? Ayuda? Trabaho? Masasagot ba ito ni @lenirobredo ? #letlenilead #dapatsileni #kerinileni #halalan2022 

https://t.co/deGsPgGTn2",Twitter
2021-11-10,LOOK: Vice President Leni Robredo meets her supporters in Batangas City led by Mayor City Beverly Dimacuha and Rep. Marvey Marino. | via @adrianayalin #Halalan2022 https://t.co/AJAG712cyx,Twitter
2021-11-10,@MlaStandard The Duts teleserye's plot and twists lives on. #Halalan2022,Twitter
2021-11-10,"@HatawTabloid Davao City Mayor Sara Duterte-Carpio is running for president in next year's elections, Albay 2nd District Rep. Joey Salceda claimed Wednesday. #Halalan2022 https://t.co/91rpl6bUvm",Twitter
2021-11-10,"@yougoturuhara @MiaMagdalena Davao City Mayor Sara Duterte-Carpio is running for president in next year's elections, Albay 2nd District Rep. Joey Salceda claimed Wednesday. #Halalan2022 https://t.co/91rpl6bUvm",Twitter
2021-11-10,"@itsmetolits Davao City Mayor Sara Duterte-Carpio is running for president in next year's elections, Albay 2nd District Rep. Joey Salceda claimed Wednesday. #Halalan2022 https://t.co/91rpl6bUvm",Twitter
2021-11-10,"Tsk tsk tsk #LetLeniLeadCPPNPA #Halalan2022 #Philippines #EndTerrorism

ctto https://t.co/SbykxEwK8U",Twitter
2021-11-10,"President Rodrigo Duterte called on the Commission on Elections (@COMELEC) to provide 2022 election candidates a platform to campaign amid the ongoing pandemic.

#BotoMoTo
#Halalan2022
#DailyTribune

READ MORE: https://t.co/qQGGMEhnVm",Twitter
2021-11-10,"President Rodrigo Duterte called on the Commission on Elections (@COMELEC) to provide 2022 election candidates a platform to campaign amid the ongoing pandemic.

#BotoMoTo
#Halalan2022
#DailyTribune

READ MORE: https://t.co/rPoh4ZCdta",Twitter
2021-11-10,"@inquirerdotnet @cebudailynews Sana mas may pakialam, pagsusuri, at pagmamatyag ang madla sa #Halalan2022 kaysa isang paligsahang outdated at best at misogynistic at worst. 
🙍😜

#NeverAgain
#justsaying",Twitter
2021-11-10,"Mga galing sa magkaibang henerasyon, pag-uusapan ang mundo ng pulitika. Ano ang iba't ibang opinyon na makatutulong sa ating matalinong pagboto sa darating na halalan?

Pakinggan ang 'POV:XYZ', ang #Halalan2022 podcast ng ABS-CBN News sa ABS-CBN News app, Radio app at sa Spotify. https://t.co/KrVLFglLHX",Twitter
2021-11-10,The latest The KatarHol5 Daily! https://t.co/sa2F0VQFPu Thanks to @_juiceko @Pinoyadjacent32 @BoycottHegemony #halalan2022 #covid19,Twitter
2021-11-10,"Mamaya na ito 2PM. Alamin natin ang environmental agenda ni Ka Leody De Guzman @LeodyManggagawa sa kanyang laban sa pagka Pangulo sa 2022. Watch live via https://t.co/6XGZs9S3XT

#AksyonKalikasan
#AKTV
#KalikasanMuna 
#Halalan2022 #Eleksyon2022 #PHVote #TheFilipinoVotes https://t.co/hMKioeptR7",Twitter
2021-11-10,Gising kami @COMELEC  #cancelf2logisticscontract. We demand a fair and clean #Halalan2022 https://t.co/PdTm6EbCo9,Twitter
2021-11-10,"Davao City Mayor Sara Duterte-Carpio has always wanted to be president but there were just ""stumbling blocks,"" says her close ally Rep. Joey Salceda.

""She wanted to run actually since May. So wala namang nagbago sa kaniya talaga,"" he adds. #Halalan2022 #ANCHeadstart https://t.co/huLXBy6z0Y",Twitter
2021-11-10,@DZMMTeleRadyo How sure ang taumbayan na HINDI ULIT SILA MAGSISINUNGALING? #Halalan2022,Twitter
2021-11-10,"Davao City Mayor Sara Duterte-Carpio is running for president in next year's elections, Albay 2nd District Rep. Joey Salceda says. #Halalan2022 https://t.co/z2AERDGJhm",Twitter
2021-11-10,"Tatakbong pangulo sa #Halalan2022 si Davao City Mayor Sara Duterte-Carpio, sabi ni Albay 2nd District Rep. Joey Salceda. https://t.co/ATHE5IgJV2",Twitter
2021-11-10,"Davao City Mayor Sara Duterte-Carpio is running for president in next year's elections, Albay 2nd District Rep. Joey Salceda claimed Wednesday. #Halalan2022 https://t.co/dXLzc8ODB8",Twitter
2021-11-10,"2021 sa gitna ng pandemya, may ganitong pagdukot at torture sa mga aktibista. 

May statement na ba ang mga tumatakbo for #Halalan2022?

Human rights is a fundamental issue in the upcoming elections. Dapat lang siguro marinig natin yung mga tumatakbo sa posisyon hinggil dito. https://t.co/65Aklt2j3B",Twitter
2021-11-10,"Dapat talaga di allowed ung substitution for the PH election. Kumbaga if nag apply ka for a position sa isang company tapos ayaw mo na, wala naman substitution sa pag-apply. This substitution policy needs to be removed. #Halalan2022 #Election2022 #Eleksyon2022",Twitter
2021-11-10,"Aksyon Demokratiko standard bearer @IskoMoreno says he plans to build a bridge that will connect Bataan, Corregidor, Batangas and Cavite should he win the #Halalan2022 presidential race.",Twitter
2021-11-10,"JUST IN: Presidential daughter Sara Duterte-Carpio, who has recently withdrawn her reelection bid as Davao City mayor, ""is moving towards the presidency,"" PDP-Laban member Rep. Joey Salceda says. #Halalan2022. #ANCHeadstart https://t.co/CQvLEuc14t",Twitter
2021-11-10,"Know about the funds that the people aren't getting, the taxes that government isn't collecting, &amp; more. A shoutout to officials, lawmakers, &amp; election hopefuls as we aspire to make the pro-people choice on 2022. #Halalan2022 #MalalangEkonomiya #PeopleEconomics  #MayMagagawa",Twitter
2021-11-10,"@ANCALERTS Sus, tinatanong pa ba yan?
#Halalan2022 #TrapoRinPala",Twitter
2021-11-10,ANALYSIS: What will Sara Duterte’s next move be after dropping Davao City mayoral bid? #Halalan2022 https://t.co/NoglY7Tu79,Twitter
2021-11-10,"@DZMMTeleRadyo @ABSCBNNews sa totoo lang, iniinsulto nila ang mga tao sa ginagawa nila. mababa ang tingin nila satin kaya tayo pinaglalaruan lang. #Halalan2022",Twitter
2021-11-10,"@PhilippineStar @onenewsph Part of the drama. Bigyan ng award yan.
#Halalan2022 #PartoftheDrama",Twitter
2021-11-10,"BALANGA, BATAAN -Aksyon Demokratiko presidential aspirant Manila Mayor Isko Moreno (in gray) was welcomed by Bataan Gov. Abet Garcia (in white) upon arrival at the capitol, for a visit at the province, Wednesday. #Halalan2022 https://t.co/becdYH8Xed",Twitter
2021-11-10,"Wow!!! Albay Rep. Joey Salceda: RUNNING FOR VP NOT AN OPTION.

Nako!!! Lalong naging exciting ang #Halalan2022

#SaraDuterte #BBM #ANC #Headstart @iamkarendavila",Twitter
2021-11-10,"Of course, @ChelDiokno will be my top pick for Senator. I believe he is fit for the post and will be a good servant leader to our country.

#Pagbabagoparasabayan 
#ChelDioknoforSenator2022 
#LeniforPresident2022 
#KikoforVicePresident2022
#Halalan2022 https://t.co/wtbsvjIbB1",Twitter
2021-11-10,"""Nung nakita ko ito, feeling ko ang lakas lakas ko.""*TLR 💗💕💗💕💗💕
Iaangat ka namin. Dahil tumindig ka para sa amin. #KakampinkWednesdays #LetLeniLead2022 #LabanLeni2022 #LeniforPresident2022 #TROPA2022 #HusayAtTibay #AngatBuhay #Halalan2022 https://t.co/aUygQwttpL",Twitter
2021-11-10,"#Halalan2022
#BBMSingawNgBayan 
#KakampinkWednesdays #LetLeniLead2022 #LeniKiko2022 #LeniforPresident2022 #LeniRobredo2022 https://t.co/J408AUocGu",Twitter
2021-11-10,Ano ang masasabi ninyo sa politikong urong-sulong ang plano sa #Halalan2022? Iboboto ba ninyo o hindi ang mga kandidatong gagamit ng substitution rules? #OnTheSpot https://t.co/kNRY1q2w0O,Twitter
2021-11-10,‘Filipinos are mature’: Walden Bello believes country tired of ‘kinship business’ in politics #Halalan2022 https://t.co/iP2Q6jLy8e,Twitter
2021-11-09,"I go for TRUTH and INTEGRITY. 
 
Lets push for a better days, better lives and and a better country.

#LeniKiko2022 
#LeniforPresident2022 
#KikoforVicePresident2022
#Halalan2022 

@lenirobredo @kikopangilinan https://t.co/E6iqKtWa7b",Twitter
2021-11-09,"Luh Madam @lenirobredo @VPPilipinas @barrygutierrez3,  mag-advance Tweet coordination na kayo sa NDRRMC.

#Halalan2022 #Eleksyon2022 
#Dilawan # https://t.co/hcw6xkerkM",Twitter
2021-11-09,The latest Philippine Elections 2016! https://t.co/Dpq2okxBNX Thanks to @sandroseptem @_NicoleNonya @manliclicjv #halalan2022 #covid19,Twitter
2021-11-09,• Hindi na tatakbong mayor ng Davao City sa #Halalan2022 si Mayor Sara Duterte-Carpio. https://t.co/JVFime89wj,Twitter
2021-11-09,"Ibinunyag ni vice president aspirant Senator Christopher Bong Go na posibleng magbago ang kaniyang kapalaran bilang kandidato ng ruling party PDP-Laban.
#SMNINewsChannel 
#Halalan2022 
https://t.co/Up0kiI7Hxx",Twitter
2021-11-09,"#Halalan2022
#PHVote
#BilangPilipino2022 IBOTO natin ung Leader na HINDI MAGNANAKAW at SINUNGALING. Para sa Kinabukasan ng mga maliliit pang bata. https://t.co/b7Ecm0b3y6",Twitter
2021-11-09,"""If you tell a lie big enough and keep repeating it, people will eventually come to believe it."", - Joseph Goebbels

#BeEverVigilantPH 
#Halalan2022",Twitter
2021-11-09,Kakampink Wednesday. Push. Eye on the ball. Malacanang in 2022.       💗💕💗💕💗💕💗💕 #KakampinkWednesdays #LeniforPresident2022 #DapatSiLeni #KeriNiLeni #LetLeniLead2022 #TROPA2022 #Halalan2022 #PHDecide https://t.co/jU85CVFzmC,Twitter
2021-11-09,why i can sense that yellowtards &amp; pinktards are behind this drug raid. this could be planted &amp; planned raid 😏 to taint Inday's reputation! #LeniforPresident2022  ??? #never #halalan2022 https://t.co/ayMnTPAYrq,Twitter
2021-11-09,"#Halalan2022 
#LabanLeni2022 
#LeniforPresident2022 https://t.co/uoIC8YP7u0",Twitter
2021-11-09,"#Halalan2022 
#LabanLeni2022 
#LeniforPresident2022 https://t.co/v2QK1szjAM",Twitter
2021-11-09,"Uy, pinatakas? Sino umarbor?

#Halalan2022 https://t.co/eyzTsmMD5o",Twitter
2021-11-09,"luv her so much too! whatever position she decides, i will respect &amp; follow her and whoever she endorses will greatly affect my candidates list in #Halalan2022 #SaraALL2022 #DuterteLegacy #Dutertelangmalakas https://t.co/SkR3TOM8lf",Twitter
2021-11-09,#Halalan2022 https://t.co/2hoK7kqWTC,Twitter
2021-11-09,Huwag magpaloko! #Halalan2022 https://t.co/zNy2v2DCwc,Twitter
2021-11-09,"@wadabhubag Lahat ng Propaganda nila para halalan2022 ay natugunan n ng Pangulo habang sila pinaplano at pangako n nmn tulad ng Covid response Ekonomiya....haiz, ngyong tatakbo nnsi Sara Senado nmn ang ating pagtuunan ngbpansin
Sawa na Ang bayan s mga politiko",Twitter
2021-11-09,"bale yung mismong tauhan

gumagamit. nahuli. bokya

Na 6 monthsary din

pinakawalan di tulad ng mga inosenteng gaya ni #Kian

Eh Di ba ayaw kuno sa droga?

#Halalan2022
#Kian 
Bakakon man gihapon https://t.co/J7l3OLAkCa",Twitter
2021-11-09,"Umaapila sila sa tax evader.. pero ang kasalakuyang nasa loob ng kulungan dahil sa pangungurakot, wala naman sila masabi. Idol pa nga daw. #justsaying #Halalan2022",Twitter
2021-11-09,"Dia ateng boto, bantayanta. #Halalan2022 #cancelf2logisticscontract",Twitter
2021-11-09,"Nanlumo ba si Sen. Go out of surprise and dismay? 

Or display ba ito of relief? Maalisan sya ng mabigat na responsibilidad at matatapos na ang role nya sa strategy of deception ng side nila.

The plot thickens. The game is afoot. 

#Halalan2022",Twitter
2021-11-09,"Pag-atras ni Sara Duterte sa local race umani ng espekulasyon
#Halalan2022 https://t.co/Gc1HMw2ffn",Twitter
2021-11-09,"Kampo nina Marcos, Robredo nagpatutsadahan ukol sa Comelec petition #Halalan2022 

https://t.co/gz5JNOqxFm",Twitter
2021-11-09,"ako hula ko walang BBM sa #Halalan2022 sosolohin ni Saradu all. TRAYDOR kaya mga yan, subok na sa WPS @bbm tama ba hula ko.",Twitter
2021-11-09,"@Natoreson @ANCALERTS @ABSCBNNews @gmanews @gmanewsbreaking @rapplerdotcom @manilabulletin @inquirerdotnet @Politiko_Ph @cnnphilippines @PhilstarNews @BomboRadyoNews @dzrhnews @DZMMTeleRadyo Yan ang tunay na iniidolo ng taong bayan.

#gwaping #papapong #pinglacson #halalan2022",Twitter
2021-11-09,@Natoreson @ANCALERTS @ABSCBNNews @gmanews @gmanewsbreaking @rapplerdotcom @manilabulletin @inquirerdotnet @Politiko_Ph @cnnphilippines @PhilstarNews @BomboRadyoNews @dzrhnews @DZMMTeleRadyo #gwaping #papaping #pinglacson #pinggaling #kakampingtunay #kapinger #halalan2022,Twitter
2021-11-09,"@Natoreson @ANCALERTS @ABSCBNNews @gmanews @gmanewsbreaking @rapplerdotcom @manilabulletin @inquirerdotnet @Politiko_Ph @cnnphilippines @PhilstarNews @BomboRadyoNews @dzrhnews @DZMMTeleRadyo Buo po ang tiwala namin sayo aming Pangulo.

#gwaping #papaping #halalan2022",Twitter
2021-11-09,"@Natoreson @ANCALERTS @ABSCBNNews @gmanews @gmanewsbreaking @rapplerdotcom @manilabulletin @inquirerdotnet @Politiko_Ph @cnnphilippines @PhilstarNews @BomboRadyoNews @dzrhnews @DZMMTeleRadyo Nandto lang po kami nakasuporta sayo Pres Ping 

#gwaping #papaping #halalan2022",Twitter
2021-11-09,"@Natoreson @ANCALERTS @ABSCBNNews @gmanews @gmanewsbreaking @rapplerdotcom @manilabulletin @inquirerdotnet @Politiko_Ph @cnnphilippines @PhilstarNews @BomboRadyoNews @dzrhnews @DZMMTeleRadyo Padami ng padami ang mga taga suporta mo Pres Ping Lacson.

#gwaping #halalan2022 #papaping",Twitter
2021-11-09,"@Natoreson @ANCALERTS @ABSCBNNews @gmanews @gmanewsbreaking @rapplerdotcom @manilabulletin @inquirerdotnet @Politiko_Ph @cnnphilippines @PhilstarNews @BomboRadyoNews @dzrhnews @DZMMTeleRadyo Vote wisely. Vote straight for PARTIDO REPORMA.

#gwaping #papaping #pinglacson #halalan2022",Twitter
2021-11-09,"@PinoyBalitaPH Gising mga kababayan. Bumoto ng karapat dapat.

#gwaping #halalan2022 #papaping #pinglacson",Twitter
2021-11-09,"@PinoyBalitaPH Mabuhay kayo LACSON SOTTO tandem.

#halalan2022 #gwaping #papaping",Twitter
2021-11-09,"@PinoyBalitaPH Mahal kayo ng taong bayan.

#gwaping #papaping #pinglacson #halalan2022",Twitter
2021-11-09,"@PinoyBalitaPH Subok na sa serbisyo sa bayan.

#gwaping #papaping #pinglacson #halalan2022",Twitter
2021-11-09,"@PinoyBalitaPH Suportado namin kayo sa inyong laban hanggang dulo.

#gwaping #papaping #pinglacson #pinggaling #kakampingtunay #kapinger #halalan2022",Twitter
2021-11-09,"@PinoyBalitaPH Ang tandem na kailangan ng ating bansa.

#gwaping #papaping #pinggaling #pinglacson #kakampingtunay #kapinger #halalan2022",Twitter
2021-11-09,"@PinoyBalitaPH Lacson Sotto palakas ng palakas.

#gwaping #papaping #pinglacson #pinggaling #kakampingtunay #kapinger #halalan2022",Twitter
2021-11-09,#KakampinkWednesdays #LetLeniLead #Halalan2022 https://t.co/wp0hJEcn1E,Twitter
2021-11-09,"@Architects4Leni @divinegc Need to concentrate a bit more in Mindanao, Palawan Visayas region @barrygutierrez3 @lenirobredo #Halalan2022",Twitter
2021-11-09,"Davao City Mayor Sara Duterte withdraws re-election bid #Halalan2022 

https://t.co/FBUt9uefzt",Twitter
2021-11-09,"Petition to cancel Marcos Jr.'s COC raffled off to Comelec 2nd division #Halalan2022 

https://t.co/xeFyp4xxCV",Twitter
2021-11-09,"@rapplerdotcom UNCLEAR? The SCRIPT is the same! The CHARACTERS are the same! The LIES are the same! 

The strategy to hog the media &amp; people's attention through their seeming vacillation till election is an old trick.

TWAS NEVER A QUESTION OF IF BUT WHEN!

#ForgetSara #NeverAgain #Halalan2022 https://t.co/LPKUE886Id",Twitter
2021-11-09,"Totoo ka ba? Anong bago dito? 🤡

#BULOK2022
#Halalan2022 https://t.co/Jb6xgO7I2a",Twitter
2021-11-09,"MARCOS LATTA
#BBMSARA2022 #BBM2022 #SaraAll2022 #Halalan2022 #Philippines https://t.co/EHPUIkFuIZ",Twitter
2021-11-09,"Whether it is SARA-BBM or BBM-SARA, they should team up &amp; unite the nation; and drive out the pinklawans, etc. #halalan2022 #RunSaraRun2022",Twitter
2021-11-09,"At least I have something to look forward to next year, aside from the dread that is #Halalan2022! ❤️‍🔥 https://t.co/vitJELpcYA",Twitter
2021-11-09,"SINO SI GLENN CHONG! 
Comment below! #HALALAN2022",Twitter
2021-11-09,"""Abadilla and two comrades, Robert Ortega and @iampinglacson, 'tortured together for over a decade,' McCoy wrote."" 

#NeverForget the Marcos martial law and Ping Lacson connection. #Halalan2022 @kaifrancisco

https://t.co/bGgbH1QlYx https://t.co/U73onHWDfq",Twitter
2021-11-09,"Malapit na nga ang #Halalan2022:

@iampinglacson kumambiyo sa death penalty

@MannyPacquiao biglang love na ang LGBT

@IskoMoreno inaatake na ang inspiration niyang si PRRD",Twitter
2021-11-09,"Well, its just catching up where the Golden Era of the Philippines 🇵🇭 was and beat other ASEAN countries to the international market baby! #Halalan2022 #BBMSARA2022. cc. @bongbongmarcos. https://t.co/HXMj7QRuhY",Twitter
2021-11-09,"@AdriRM33 Necesitamos un lateral de la calidad de Marcelo en sus mejores tiempos,  pero tiene necesitamos a un extremo como Bale en su mejor versión,  difícil decisión. 
#HalaMadrid 
#Halalan2022",Twitter
2021-11-09,God bless all the brave FILIPINO women and men who fought during the WWII. #HALALAN2022 #BBMSARA2022. The mutual defense treaty between 🇵🇭 and 🇺🇸 need it be amended cc. @DFAPHL. https://t.co/vZziFFUqua,Twitter
2021-11-09,"#DuterteLegacy #SaraALL2022 
#BBM2022 #Halalan2022 https://t.co/mWJaaQBuTi",Twitter
2021-11-09,"Well, it's time to oust one on the ballot.

#Halalan2022 https://t.co/UcEJ1qmkfe",Twitter
2021-11-09,"I mean, why @COMELEC, why investing too much time on this case? You will have one simple job now. Fuck this up and there will be hell to pay. cc @bongbongmarcos. #Halalan2022 #BBMSARA2022. https://t.co/8roCwxG6ux",Twitter
2021-11-09,Another angle lately sa Davao City Hall… thanks Daniel sa photo. #SaraALL2022 #BBM2022 #Halalan2022 https://t.co/Sa6WPcYSmd,Twitter
2021-11-09,Looks like his dad too... The resemblance is striking... #Halalan2022. https://t.co/EiO0zFwB7V,Twitter
2021-11-09,Good luck Philippines! The future could be better or could be worse. We don't know. Pagdadasal ko nalang ang mga susunod na henerasyon. #Halalan2022,Twitter
2021-11-09,"VP tandem of @bongbongmarcos. They will be the winning dream team to beat in 2022, mukhang di na nga nila kailangan pang mangampanya, ngayon pa lang koronahan na as the next president and vice-president in 2022. 🎄

#SaraALL2022 👊💚💚💚
#BBM2022 ✌️❤️❤️❤️
#Halalan2022 https://t.co/p8RET7HJfT",Twitter
2021-11-09,"President Rodrigo Duterte has called on the Commission on Elections (Comelec) to provide candidates a platform to campaign for the 2022 polls. #Halalan2022 | @pr1ncegolez
https://t.co/lz25L4M1Yc",Twitter
2021-11-09,"Oh nice @lenirobredo, you've given us something brighter despite the reality of things. #Halalan2022 #NotMyPresident. https://t.co/i5TwBwByNi",Twitter
2021-11-09,"@rosnelpm We the OFW families in Saudi Arabia may be far and long been living abroad but mind you @ABSCBNNews, we're not stupid enough to bite on your #fakenews. #Halalan2022 #BBMSARA2022",Twitter
2021-11-09,"Saf 44, Yolanda, The bus 🚍 hostage situation that killed Hong Kong tourists, Zamboanga Siege, Political family of drug lords, political personalities related to gambling, CCPNPA Infiltration within gov. Offices... #NeverAgain #Halalan2022 #BBMSARA2022. https://t.co/r9j0dbWY80",Twitter
2021-11-09,@inquirerdotnet Another face of a lier and thief. 💩🥴🤡 #NoToDu30NFrenz #NoToLiers #NoToThieves #NoToTraitors #NoToMarcosJr #NoToIndayDutae #Halalan2022 #LetLeniLead2022 #LeniForThePhilFuture,Twitter
2021-11-09,#NoToDu30NFrenz #NoToLiers #NoToThieves #NoToTraitors #NoToMarcosJr #Halalan2022 #NoToIndayDutae 🤡🥴💩 https://t.co/8Yk6olgoPu,Twitter
2021-11-09,"Did the Dutertes break the internet today?
#Halalan2022 #Election2022 #Duterte",Twitter
2021-11-09,"Haaay... Sorry @davaocitygov, the nation is going to borrow another Duterte... 😭❤️😔🙂🇵🇭. #Halalan2022 #BBMSARA2022 https://t.co/rScAnAaQeN",Twitter
2021-11-09,"#Halalan2022 
#LeniKiko2022 https://t.co/zf2Ehs8lrc",Twitter
2021-11-09,"Just like I/we expected. Mayor na si Baste... This young, he's gonna go a long way in his political career... #Halalan2022 #BBMSARA2022. https://t.co/mEmLJnZP1w",Twitter
2021-11-09,"It's gonna catch speed... Incredible speed even if @bongbongmarcos and Sara wins the Generals Election come May 9, 2022. #Inshallah #Halalan2022 #BBMSARA2022. https://t.co/nvlcpMXdlj",Twitter
2021-11-09,"@mypecker009 @lenirobredo @iampinglacson @MannyPacquiao @IskoMoreno One word came to mind.. ""Chuwariwap"" 😂. @lenirobredo said the same to initially support PRRD as the mother of the country and look what she did in the end? #Halalan2022 #BBMSARA2022",Twitter
2021-11-09,"Duterte also reminds COMELEC that they should give political candidates space, because ""there cannot be an election without a campaign, and not all candidates can afford TV exposure"". #Halalan2022 | via @JervisManahan",Twitter
2021-11-09,Thank you @DavaoCity @davaocitygov. I know it's too much to ask for the 2nd time but the Duterte Family is too strong not to help out nation wide... #BBMSARA2022. #Halalan2022. https://t.co/h9YPcmYwOz,Twitter
2021-11-09,"@Natoreson @rapplerdotcom @inquirerdotnet @PhilstarNews @BomboDzng @BomboRadyoNews #PingismyPresident too, halata sa muka ni Ate na masaya syang ipaalam sa tao kung sino ang kanyang iboboto sa Halalan2022
Tara na kay Ping Lacson na!!!",Twitter
2021-11-09,Excited sa Miercoles dahil pink day na naman! #LabanLeni2022 #LeniforPresident2022 #LeniRobredo2022 #LeniKiko #LeniLugaw na essential! #Halalan2022 https://t.co/j7sunPA0bo,Twitter
2021-11-09,"Please please please!

Save the Filipinos from the insatiable lust and greed of the M.A.D Triad. 

We cannot survive more years of kleptocracy, killings, incompetence and treason. 

#Halalan2022 https://t.co/tyJdvXJvqH",Twitter
2021-11-09,"@bbrightloops nasayo ang boto ko, pen. #halalan2022",Twitter
2021-11-09,"@manilabulletin Saan nanghihiram ng confidence, lakas ng loob at kapal ng mukha c Madumb? Sa Smartmatic? #Halalan2022 #Eleksyon2022 #Pilipinas",Twitter
2021-11-09,"Kampo nina Marcos, Robredo nagpatutsadahan ukol sa Comelec petition
#Halalan2022 https://t.co/VvmVE0LYjL",Twitter
2021-11-09,"Why should I vote Leni among other presidential candidates? 
VP Leni
#Halalan2022
#Kakampink",Twitter
2021-11-09,"Then PRRD will run for Senate crushing the opposition and uniting both Houses.

Then charter change.

Think about it.

#Halalan2022",Twitter
2021-11-09,"Sa mga kumakandidatong pagka-prisidinti sa #Halalan2022 ...

Ayon sa ating kasaysayan, 3 pa lang ang nakaupong pang-gulo ang namatay ... at ang 2 sa kanila Manuel ang ngalan.

Just sayin. 🤭",Twitter
2021-11-09,@BoyetJSison It is clear from the start. Marcos is DDS and DDS is marcos. They are both no values and word of honor. #LetLeniLead2022 #LeniKiko2022  #Halalan2022,Twitter
2021-11-09,"bakit ganun ang pilipino sa huli nagsisisi ngayun si lenie pag panget ang pammalakad sasabihin dapat pala si ganito si ganyan ano po ba talaga🤔 hay FILIPINO nga 😂
basta ako proudly #BBM para sa halalan2022 😊
#BBMFORPRESIDENT2022 
#BBMSARA2022 #BBM2022 #BBMSigawNgBayan",Twitter
2021-11-09,"A comparison of the admin bet for president vs. the overall NCR bet for president from 1992 to 2016.

#Eleksyon2022 #Halalan2022 https://t.co/LqXA1lTzHe https://t.co/VuLzSPYDrb",Twitter
2021-11-09,"Handa na silang dadayain na naman ang 2022 elections.

Sara  (no H) - BongBong Marcos tandem.
COMELEC - Dennis Uy connection.

#Halalan2022 
#LeniRobredo2022 
#DuterteCorrupt
#MarcosMagnanakaw",Twitter
2021-11-09,"Robredo vows to fill gaps in #COVID19 response in first 100 days of presidency #Halalan2022 

https://t.co/oF2z22FpIp",Twitter
2021-11-09,"Suportahan ang esport PINOY🎮
bets sa laro OB.NEON vs EXACRATION🇵🇭
https://t.co/ljjRzyA5e7

#BTSproseries9 #dota2 #ExeShot #Exacration #OBneon #PBBHanggangDitoLang #ASKBubblies #KENTIN #KTN_GA #HKMAmbush #FPJAP6Labanan #Money2ndHOT100 #saraduterte #Halalan2022 #Bonggo #Du30 https://t.co/vFgqh3g7Is",Twitter
2021-11-09,"@PinoyBalitaPH Tunay at tapat sa paglilingkod sa ating bayan.

#gwaping #papaping #pinggaling #pinglacson #kakampingtunay #kapinger #halalan2022",Twitter
2021-11-09,"@PinoyBalitaPH Lacson Sotto for the win.

#gwaping #papaping #pinglacson #halalan2022",Twitter
2021-11-09,"#Halalan2022 
#LeniKiko2022 https://t.co/RPKZSrNfhk",Twitter
2021-11-09,"@PinoyBalitaPH Tunay na may malasakit sa bayan.

#gwaping #papaping #pinggaling #halalan2022",Twitter
2021-11-09,Laugh emojis lang para sa mga kagaguhan nila. 🤪😂 #Halalan2022 https://t.co/c1UDoKHCwc,Twitter
2021-11-09,"@PinoyBalitaPH Suportado namin kayo Lacson Sotto tandem.

#gwaping #papaping #pinggaling #halalan2022",Twitter
2021-11-09,"@PinoyBalitaPH Mahal kayo ng bayan 

#halalan2022 #gwaping #papaping #pinggaling",Twitter
2021-11-09,#Halalan2022 https://t.co/7jOwgenEAI,Twitter
2021-11-09,.@JerryGracio kapag naupo ang Kapamilya Partylist dapat repasuhin n'yo ang partylist law. Maski si Mastura na nagsabatas niyan nasuka na sa pambababoy e lalo na noong halalan 2019. #Halalan2022,Twitter
